,ID,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,reviews,ratings,Processed review
40,40,0.121,0.644,0.235,0.9653,0.12656760215759277,0.3848573565483093,0.4885751008987427,"   Flight delayed an hour due to bad weather around JFK however this was made up during the flight, only to be delayed again by weather over LHR. Spending an extra hour in the American/BA lounge at JFK was not ideal. Cold environment, cold staff, indifferent to the travellers needs. One area was exceptionally dirty with plates on the tables and napkins strewn on the floor. Waited for a drink as no one to serve. Played a game of find the chips/crisps - which were hidden on a table in a dark corner in one of the 3 areas. This is a crazy expensive route in Business Class and it feels like a rip off across all the airlines however the quality of BA's business class has much improved with the introduction of the suites. The privacy is a big improvement as too is the seat comfort and I managed a good 3hr sleep on the overnight red-eye flight. Food service was very efficient for those that wanted it and did the trick so late at night. Aside from getting a decent rest on the relatively short flight the other highlight was the flight attendant. Unfortunately, I didn't catch his name but he was superb, being responsive to the few requests I made and remembered my name throughout the flight. A small but very valued touch that is often missing with business class flight attendants on BA. Very good experience all round except the price which is reflected in my value for money rating.",8,"Flight delayed hour due bad weather around JFK however made flight, delayed weather LHR. Spending extra hour American/BA lounge JFK ideal. Cold environment, cold staff, indifferent traveller needs. One area exceptionally dirty plate table napkin strewn floor. Waited drink one serve. Played game find chips/crisps - hidden table dark corner one 3 areas. This crazy expensive route Business Class feel like rip across airline however quality BA's business class much improved introduction suites. The privacy big improvement seat comfort managed good 3hr sleep overnight red-eye flight. Food service efficient wanted trick late night. Aside getting decent rest relatively short flight highlight flight attendant. Unfortunately, catch name superb, responsive request made remembered name throughout flight. small valued touch often missing business class flight attendant BA. Very good experience round except price reflected value money rating."
41,41,0.118,0.614,0.268,0.8625,0.008534756489098072,0.09768659621477127,0.8937786817550659,   A very full flight made Premium Economy feel a little less premium than you should expect for the price however the smaller cabin configuration and slightly roomier seating made the journey relaxing enough. Catering was pretty good and the inflight service was efficient and friendly. Arrived on time and no delays with baggage delivery. No complaints as PE served it's function for the relatively short 7.5hr flight.,7,full flight made Premium Economy feel little less premium expect price however smaller cabin configuration slightly roomier seating made journey relaxing enough. Catering pretty good inflight service efficient friendly. Arrived time delay baggage delivery. No complaint PE served function relatively short 7.5hr flight.
42,42,0.126,0.788,0.086,-0.8744,0.9059467911720276,0.0832754522562027,0.010777766816318035,"  The worst airline I’ve ever flown. Could not check in until my flight was open (I was there 2 hours before flight not 2 days before!). Asked if my husband could fly on the same flight (he was also flying club Europe but on a later flight and I could see online that there was room on the plane I was on). The agent said they couldn’t change his flight at the ticket counter (never heard of that). This could only be done online or by calling British Airways. I had already tried online so asked for a telephone number to call and the British Airways agent did not have a number for me to call. So I looked up and called several numbers online and all I got was the office was closed on Saturdays. I asked for the ticket agent again. Explained we were going to his mother’s memorial and that and it would be nice if he could get on the same flight as I was on. They still refused to help. So, he stayed on his flight which was leaving 4 hours later and then got cancelled and he had to spend the night in Florence. They re routed him on a flight to London via Edinburgh. And then they lost his suitcase!! You can’t make this stuff up! As for my flight # BA 525, I got several emails and messages advising me it was delayed. I decided to go to the gate at the original flight time and guess what? It was boarding on time. I can’t imagine the number of people who might of missed it. It’s just an awful, awful airline and I will never fly them again if I can possibly avoid them!",1,"The worst airline I’ve ever flown. Could check flight open (I 2 hour flight 2 day before!). Asked husband could fly flight (he also flying club Europe later flight could see online room plane on). The agent said couldn’t change flight ticket counter (never heard that). This could done online calling British Airways. already tried online asked telephone number call British Airways agent number call. So looked called several number online got office closed Saturdays. asked ticket agent again. Explained going mother’s memorial would nice could get flight on. They still refused help. So, stayed flight leaving 4 hour later got cancelled spend night Florence. They routed flight London via Edinburgh. And lost suitcase!! You can’t make stuff up! As flight # BA 525, got several email message advising delayed. decided go gate original flight time guess what? It boarding time. can’t imagine number people might missed it. It’s awful, awful airline never fly possibly avoid them!"
43,43,0.095,0.652,0.253,0.9601,0.008471403270959854,0.07167971879243851,0.9198489189147949,"   I am surprised to be able to give a favourable review of the flight. European Business Class is typically 3x3 seating with the middle seat on each group of three left empty. Leg room is never generous and BA is at the bottom of the generous barrel in this respect. However, on this occasion at least and as the flight is one hour that was not an issue. Cabin crew were great, very professional and efficient, cabin was clean and aircraft seemed pretty up to date. I was surprised to find that business class was served an 'afternoon tea' complete with champagne (much nicer than the poor Prosecco in the lounge). We had three small sandwiches, chocolate cake and a choice of plain or fruit scone. Strawberry jam and clotted cream on the side for those who wanted them. It all tasted great, I didn't try the chocolate cake, and there was just about enough time to eat it before landing. The crew worked very hard to complete service in time so well done them.",8,"surprised able give favourable review flight. European Business Class typically 3x3 seating middle seat group three left empty. Leg room never generous BA bottom generous barrel respect. However, occasion least flight one hour issue. Cabin crew great, professional efficient, cabin clean aircraft seemed pretty date. surprised find business class served 'afternoon tea' complete champagne (much nicer poor Prosecco lounge). We three small sandwiches, chocolate cake choice plain fruit scone. Strawberry jam clotted cream side wanted them. It tasted great, try chocolate cake, enough time eat landing. The crew worked hard complete service time well done them."
44,44,0.038,0.771,0.191,0.893,0.02259194664657116,0.18666556477546692,0.7907425165176392,"   Flew British Airways on BA 434 London Heathrow to Amsterdam. I was able to check in at the BA First Class check in area in Terminal 5 and this is very fast and efficient. The lounge was quite busy; however, I was able to find space. The food, snacks, and drinks available was excellent as was the overall service. I also like the BA First Class Check in area as the security clearance is fast. Boarding was a little chaotic, however we boarded on time and the take off runway was close to the departing gate, therefore no delays. The flight itself was quite good as was the cabin crew and the meal service.",9,"Flew British Airways BA 434 London Heathrow Amsterdam. able check BA First Class check area Terminal 5 fast efficient. The lounge quite busy; however, able find space. The food, snacks, drink available excellent overall service. also like BA First Class Check area security clearance fast. Boarding little chaotic, however boarded time take runway close departing gate, therefore delays. The flight quite good cabin crew meal service."
45,45,0.223,0.713,0.063,-0.8979,0.8454068899154663,0.13772958517074585,0.016863536089658737,"   BA cancelled the flight from Tokyo to LHR. I was booked on next day flight. There was another flight on the same day. I went to the desk, but the flight was full. BA in charge offers another flight through Hong Kong which would have been 26h flight time. I declined that, and asked to stay on the next day flight. To my dismay he cancelled the next day flight without telling me he did that. I think he was annoyed that I didn’t accept the offer after he spent sometime looking for. In fact I am the one who should be annoyed for cancelling my flight. I ended up flying another airline with downgrading. Poor service, and appalling behaviour. You expect better from BA.",1,"BA cancelled flight Tokyo LHR. booked next day flight. There another flight day. went desk, flight full. BA charge offer another flight Hong Kong would 26h flight time. declined that, asked stay next day flight. To dismay cancelled next day flight without telling that. think annoyed didn’t accept offer spent sometime looking for. In fact one annoyed cancelling flight. ended flying another airline downgrading. Poor service, appalling behaviour. You expect better BA."
46,46,0.085,0.761,0.154,0.8485,0.3955029547214508,0.4982447326183319,0.10625229775905609,"  I strongly advise everyone to never fly British Airways. I know we will never do so again. We had business class seats booked for an early morning flight from Heathrow to SF - and then the flight was cancelled the evening before the flight. We luckily checked email before we went to bed and found out it was canceled. We then called BA, and after waiting 30 minutes someone to answer the call, the person who finally did said he was going to move us to a United Air flight leaving an hour later from Heathrow to SF the next day. He told us the flight number and said he had booked us business class seats. It took a long time to get it all worked out, so we got just a few hours sleep that night, but it looked like it was resolved. Then, however, when we got to Heathrow early the next morning we found that the BA person did not complete the booking as needed and United could not give us seats. They said we needed to call BA to get them to complete the change. But despite numerous attempt we could not get anyone to answer the phone at BA. This went on for 2 hours. Finally, by the grace of god, after hours of stress trying to figure out what to do, we found a United ticket agent at the airport who personally called BA for us and got then to fix the problem. So, after being at Heathrow at 7 am, we ended up leaving for SF late that afternoon totally exhausted. The United air ticket agent saved us and allows us to get home. She also said these problems were common with BA. ",1,"strongly advise everyone never fly British Airways. know never again. We business class seat booked early morning flight Heathrow SF - flight cancelled evening flight. We luckily checked email went bed found canceled. We called BA, waiting 30 minute someone answer call, person finally said going move u United Air flight leaving hour later Heathrow SF next day. He told u flight number said booked u business class seats. It took long time get worked out, got hour sleep night, looked like resolved. Then, however, got Heathrow early next morning found BA person complete booking needed United could give u seats. They said needed call BA get complete change. But despite numerous attempt could get anyone answer phone BA. This went 2 hours. Finally, grace god, hour stress trying figure do, found United ticket agent airport personally called BA u got fix problem. So, Heathrow 7 am, ended leaving SF late afternoon totally exhausted. The United air ticket agent saved u allows u get home. She also said problem common BA."
47,47,0.127,0.714,0.16,0.5367,0.33699724078178406,0.4901373088359833,0.17286543548107147,"  My partner and I were on the BA2166 return flight from Tampa to Gatwick and I was very excited as had paid for a upgrade to Business Class, my partner flies BC with BA a lot for work but this was only my second time, we decided as it was the end of our holiday that have this will help us get some quality sleep. Unfortunately that was not to be. Also in Business Class were two families with children under 5. It was a very long flight listening to a toddler not just crying but screaming for seven out of the eight hours. Now its not the childrens fault, I do however think that the cabin crew could have maybe internvene and helped a little more but also BA should have informed us as we paid alot of money and quite frankly could have saved that money and just had economy ticket as at least we would be a few grand better off. What with that and how the checking in ground staff were treating us as if we were an inconvenience we will rethink BA moving forward.",5,"My partner BA2166 return flight Tampa Gatwick excited paid upgrade Business Class, partner fly BC BA lot work second time, decided end holiday help u get quality sleep. Unfortunately be. Also Business Class two family child 5. It long flight listening toddler cry screaming seven eight hours. Now childrens fault, however think cabin crew could maybe internvene helped little also BA informed u paid alot money quite frankly could saved money economy ticket least would grand better off. What checking ground staff treating u inconvenience rethink BA moving forward."
48,48,0.164,0.689,0.147,-0.0168,0.707506000995636,0.24591191112995148,0.04658208042383194,"   We had a Premium Economy return flight Los Angeles to London. The outbound flight was cancelled with under 12 hours notice, and we had to instead take an economy flight via Dublin to London. That's annoying but it happens. What is really difficult to understand is BA's response since I raised this as a claim once our return flight had completed (as I was instructed to do). It is now nearly 5 months and there has been no response other than one in early March with the title ""we've not forgotten your case"" and ""We're really sorry you're still waiting for a response from us. We know it's been a long time since you contacted us and this isn't the service you should expect. Rest assured we've not forgotten your case. Our Customer Relations team are working extremely hard to respond to you as soon as possible. Thank you for your continued patience. You can check the status of your case here. Please accept our most sincere apologies. We look forward to speaking with you soon."" I called about a month ago to enquire and was told i'd be hearing within the week. This is just extremely poor customer service, in addition to the inconvenience and stress of the late-cancelled flight, delays and change in class of flight. British Airways really seems to be on the decline, i have so many friends who are long-time customers like us who are having flights cancelled or delayed with little commitment to make it right. I have been a member of their Flying Club for 20 years, is this how you treat loyal customers BA?",1,"We Premium Economy return flight Los Angeles London. The outbound flight cancelled 12 hour notice, instead take economy flight via Dublin London. That's annoying happens. What really difficult understand BA's response since raised claim return flight completed (as instructed do). It nearly 5 month response one early March title ""we've forgotten case"" ""We're really sorry still waiting response us. We know long time since contacted u service expect. Rest assured we've forgotten case. Our Customer Relations team working extremely hard respond soon possible. Thank continued patience. You check status case here. Please accept sincere apologies. We look forward speaking soon."" called month ago enquire told i'd hearing within week. This extremely poor customer service, addition inconvenience stress late-cancelled flight, delay change class flight. British Airways really seems decline, many friend long-time customer like u flight cancelled delayed little commitment make right. member Flying Club 20 years, treat loyal customer BA?"
49,49,0.016,0.742,0.241,0.9885,0.019419409334659576,0.17942041158676147,0.8011602163314819,"   I should like to review my flight with British Airways from Hannover to London Heathrow. Firstly, the website was very easy to use, however, I object to the policy put in place with regards to having to pay for preferred seating. Checking-in online was a very easy process other than being presented with the fee to select a seat. At the boarding gate in Hannover the staff were superb, they insisted that people with larger bags turned over the bags for check-in. I was included in this. The staff were very fair and polite and imposed this policy evenly and in a firm but polite manner. The flight took off reasonably on-time. The cabin crew were very good and coped really well with what was an entirely full flight. The now usual small bottle of water and a tiny snack the size of a UK 50p coin were issued to the passengers. On this flight, the Captain was very vocal in the nicest possible way. He oozed a sense of professionalism and was well spoken with clear and informative announcements. Disembarkation was orderly, however the cabin crew were nowhere to be seen when leaving the aircraft. Given that this was a very short flight and given the full nature of the flight too the cabin crew deserve an applause for their professionalism. This experience has turned around my less than positive experience with this airline a few months ago. Well done to the ground staff and cabin crew for making this a pleasant and civilized journey!",9,"like review flight British Airways Hannover London Heathrow. Firstly, website easy use, however, object policy put place regard pay preferred seating. Checking-in online easy process presented fee select seat. At boarding gate Hannover staff superb, insisted people larger bag turned bag check-in. included this. The staff fair polite imposed policy evenly firm polite manner. The flight took reasonably on-time. The cabin crew good coped really well entirely full flight. The usual small bottle water tiny snack size UK 50p coin issued passengers. On flight, Captain vocal nicest possible way. He oozed sense professionalism well spoken clear informative announcements. Disembarkation orderly, however cabin crew nowhere seen leaving aircraft. Given short flight given full nature flight cabin crew deserve applause professionalism. This experience turned around less positive experience airline month ago. Well done ground staff cabin crew making pleasant civilized journey!"
50,50,0.074,0.848,0.079,-0.4427,0.7954215407371521,0.18738456070423126,0.017193878069519997,"  We have flown with British Airways a few times but this last trip was by far the worst experience. We weren't able to check in online because the system wouldn't accept any of our passport info, so we had to wait to check in upon arrival at the airport. We arrived two hours before our scheduled departure. The line was backed up with only 4 stations being staffed where there was room for at least 6 more attendants to help expedite check in. We talked to a few people in line and they too were unable to check in online. It took the desk attendants an hour to check in the people ahead of us. We told the agent we had tried to check in online but it wouldn't accept our passports, she replied it was because they need to verify each passport personally. I asked that wouldn't they verify them that way anyway? I also let her know we attempted to move closer to the front of the plane and could see there were seats available but couldn't secure them because we couldn't finish check in. She went on to tell us it's a full flight so we wouldn't be able to choose our seats. We reached the gate and ask the agents there about moving to another section and she confirmed there was no availability. During the flight, the service was not what we expected based on previous flights. We only saw the flight attendants during food service and twice to pickup trash. Every time I went to the lavatory, there were at least 6-8 attendants standing around chatting, instead of taking care of the passengers. The attendants seemed uninterested and inexperienced, even snapping at a confused passenger regarding their seat belt. The flight attendants were disappointing to say the least. No available air control vents above us, so no option to have any air flow other than what the whole plane had. Upon landing, we went to the baggage carousel to claim our bags. An hour later, still no bags. Finally a message came over the loudspeakers that the elevator on the plane was broken and the ETA of the bags was still unknown. About 30 minutes later, the bags started to slowly appear on the belt. Overall, this was the worst BA flight we've experienced.",2,"We flown British Airways time last trip far worst experience. We able check online system accept passport info, wait check upon arrival airport. We arrived two hour scheduled departure. The line backed 4 station staffed room least 6 attendant help expedite check in. We talked people line unable check online. It took desk attendant hour check people ahead us. We told agent tried check online accept passports, replied need verify passport personally. asked verify way anyway? also let know attempted move closer front plane could see seat available secure finish check in. She went tell u full flight able choose seats. We reached gate ask agent moving another section confirmed availability. During flight, service expected based previous flights. We saw flight attendant food service twice pickup trash. Every time went lavatory, least 6-8 attendant standing around chatting, instead taking care passengers. The attendant seemed uninterested inexperienced, even snapping confused passenger regarding seat belt. The flight attendant disappointing say least. No available air control vent us, option air flow whole plane had. Upon landing, went baggage carousel claim bags. An hour later, still bags. Finally message came loudspeaker elevator plane broken ETA bag still unknown. About 30 minute later, bag started slowly appear belt. Overall, worst BA flight we've experienced."
51,51,0.0,1.0,0.0,0.0,0.43558937311172485,0.5167294144630432,0.04768124222755432,"  I sat in the plane at Vienna airport for three hours and didn't take off. After arriving in London, I was sent on my connecting flight, only to be told that the plane had already closed and that I should go back to the other terminal. I was then flown to Johannesburg with Virgin and when I arrived my luggage had not been taken. I only received it five days later. I have been waiting for compensation for nine months. Never again British Airways",1,"sat plane Vienna airport three hour take off. After arriving London, sent connecting flight, told plane already closed go back terminal. flown Johannesburg Virgin arrived luggage taken. received five day later. waiting compensation nine months. Never British Airways"
52,52,0.124,0.876,0.0,-0.6249,0.6659627556800842,0.28646987676620483,0.04756743460893631,  It is almost 11pm we were supposed to take off at 19.20 we are still sitting on the plane at the airport. The worst part is not the technical issue that has kept us grounded but the fact we have only been offered half a glass of water the entire time we have been on board. Being hungry and dehydrated has not helped the situation.,1,It almost 11pm supposed take 19.20 still sitting plane airport. The worst part technical issue kept u grounded fact offered half glass water entire time board. Being hungry dehydrated helped situation.
53,53,0.105,0.79,0.106,-0.2076,0.6370312571525574,0.30373188853263855,0.059236809611320496,"   I booked a long haul flight to Singapore with British Airways because I thought I could rely on them to provide good and reliable service. Unfortunately this wasn't the case hence this review. Knowing I would be able to fall asleep watching movies or TV shows on their in flight entertainment system was something I was looking forward to on this overnight flight. However, my console didn't work and instead I had a loud screaming toddler in the seat behind me that kept kicking my seat and some babies in Front. Only two hours into this already hell of a journey were we told that we should buy the WiFi pass for which we will get fully reimbursed. I followed up several times throughout the flight with the cabin crew who assured me they will take a note of my seat number and someone from customer service will contact me with reimbursement. This wasn't the case. After waiting for several days I contacted them myself and instead of the 21.99 reimbursement that I can use towards a nice meal on holiday they've given me 5000 AVIOs. I never want to fly with them again so why give me service points when I was told by cabin crew I would be refunded - the only reason I even bought this WiFi pass as it's not even good enough to watch anything with because the connection quality is so poor. What a waste of a flight and £22. These are 14 hrs of my life I will never get back and forever remember. I will remember BA as the brand that once was that no longer is. Their cabin crew seemed overworked and overwhelmed and even when you pressed the attention buzzer no one came. If you can avoid booking with BA go ahead. ",2,"booked long haul flight Singapore British Airways thought could rely provide good reliable service. Unfortunately case hence review. Knowing would able fall asleep watching movie TV show flight entertainment system something looking forward overnight flight. However, console work instead loud screaming toddler seat behind kept kicking seat baby Front. Only two hour already hell journey told buy WiFi pas get fully reimbursed. followed several time throughout flight cabin crew assured take note seat number someone customer service contact reimbursement. This case. After waiting several day contacted instead 21.99 reimbursement use towards nice meal holiday they've given 5000 AVIOs. never want fly give service point told cabin crew would refunded - reason even bought WiFi pas even good enough watch anything connection quality poor. What waste flight £22. These 14 hr life never get back forever remember. remember BA brand longer is. Their cabin crew seemed overworked overwhelmed even pressed attention buzzer one came. If avoid booking BA go ahead."
54,54,0.191,0.723,0.086,-0.9476,0.8216109275817871,0.15485724806785583,0.023531891405582428,"   A premium price for a sub-par product - flew BA (031/032) LHR and HKG and return in May. We had originally booked when the aircraft was allocated the club suites - paid for seat selection. A couple of months prior to the trip, the aircraft was changed to the 2/3/2 layout with the yin/yang seat configuration. We had been allocated 2 of the 3 middle seats, so paid again to select the window and aisle. The hard product is poor - the seat space lacks any form of storage that remains accessible when the seat is in the flat position - nowhere to put specs, a book or phone. Additionally, the window seat passenger has to climb over the feet of another passenger to use the toilet etc - really poor layout. The planes on both legs of the journey were tired and shabby. The crew on the outward journey were enthusiastic and helpful - the return crew seemed less adept at managing the service. The outbound catering was acceptable - but the presentation on tiny plates does not compare favourably with competitors. The catering inbound was very poor. The welcome ‘champagne’ was truly awful. This is a poor product at a premium price - and sad to say, this pair of self-funding passengers won’t choose to repeat the experience. The lounge at Heathrow on the outbound sector was packed to the rafters and was a poor experience. Very disappointing.",3,"premium price sub-par product - flew BA (031/032) LHR HKG return May. We originally booked aircraft allocated club suite - paid seat selection. couple month prior trip, aircraft changed 2/3/2 layout yin/yang seat configuration. We allocated 2 3 middle seats, paid select window aisle. The hard product poor - seat space lack form storage remains accessible seat flat position - nowhere put specs, book phone. Additionally, window seat passenger climb foot another passenger use toilet etc - really poor layout. The plane leg journey tired shabby. The crew outward journey enthusiastic helpful - return crew seemed less adept managing service. The outbound catering acceptable - presentation tiny plate compare favourably competitors. The catering inbound poor. The welcome ‘champagne’ truly awful. This poor product premium price - sad say, pair self-funding passenger won’t choose repeat experience. The lounge Heathrow outbound sector packed rafter poor experience. Very disappointing."
55,55,0.25,0.657,0.093,-0.5907,0.969667911529541,0.02702307142317295,0.003308999352157116,   Really terrible user experience. British Airways website is full of glitches. I can't even choose my own seat due to cookie problems. Never had this problem with any other airlines. ,3,Really terrible user experience. British Airways website full glitches. can't even choose seat due cookie problems. Never problem airlines.
56,56,0.0,0.612,0.388,0.9898,0.002831469988450408,0.02385375276207924,0.9733148217201233,"  Very impressed with BA. Check in online was a little convoluted but once through that everything was great. We flew in standard economy and paid to choose our seats - this seems to be standard for all airlines now and how they keep initial prices down, but worth doing so we could sit together. Meals were excellent and drinks great. A simple water and biscuit on our short internal leg but still included and then 1 drink, 1 main meal and 1 snack on our 7 hour leg was better than our last trip on Emirates!! They gave out double drinks at drink service - that was 2 cokes and 2 beers for my partner and he was well pleased! Staff friendly, bags transfered and arrived in good condition and entertainment on route was good too. Will definitely choose BA again over other airlines.",9,"Very impressed BA. Check online little convoluted everything great. We flew standard economy paid choose seat - seems standard airline keep initial price down, worth could sit together. Meals excellent drink great. simple water biscuit short internal leg still included 1 drink, 1 main meal 1 snack 7 hour leg better last trip Emirates!! They gave double drink drink service - 2 coke 2 beer partner well pleased! Staff friendly, bag transfered arrived good condition entertainment route good too. Will definitely choose BA airlines."
57,57,0.086,0.769,0.145,0.9214,0.11776331067085266,0.3728732764720917,0.5093634128570557,"   LHR - SFO, LAS - LGW August 2023 in Club World. It's a shame that the British Airways experience is split into a mixture of fantastic ground and cabin crew, and dated products and dreadful after service. Our flight to San Francisco was on an A380, the interior of which was showing it's age. Two of our 3 seats had issues, 1 would not recline, the dividing screen to the next seat would not stay up and the other was temperamental with it's recline and the IFE would not respond to the controls. Crew on board were great but the dated and aging product for which top dollar is charged for should have been upgraded years ago. A shame for such a great aircraft. Coming back from Las Vegas to LGW on an tired 777. We were informed at check in that there was an issue with the seats we had pre-booked and paid for and that we would need to be moved. Seats we were moved to were fine and worked. The original seats had people in them and they appeared fine! Flight was late landing and departing due to weather conditions in Vegas but the aircraft was turned round in a super quick time - which was impressive. Where BA have really let themselves down is the after flight experience. After 3 1/2 months we got an acknowledgement and avios credit for the issues on the flight to SFO. We are still waiting 9 months later for the Avios points we used to pay for the seat selection to be refunded for the Las Vegas to London Gatwick leg of the flight. Despite numerous attempts to contact they haven't got back to us. Our Avios account page through BA won't load our recent transactions and does not list the flights we've taken in the last 12 months! Won't be travelling with BA for a long long time now - dated and poorly maintained on board products and appalling customer service.",3,"LHR - SFO, LAS - LGW August 2023 Club World. It's shame British Airways experience split mixture fantastic ground cabin crew, dated product dreadful service. Our flight San Francisco A380, interior showing age. Two 3 seat issues, 1 would recline, dividing screen next seat would stay temperamental recline IFE would respond controls. Crew board great dated aging product top dollar charged upgraded year ago. shame great aircraft. Coming back Las Vegas LGW tired 777. We informed check issue seat pre-booked paid would need moved. Seats moved fine worked. The original seat people appeared fine! Flight late landing departing due weather condition Vegas aircraft turned round super quick time - impressive. Where BA really let flight experience. After 3 1/2 month got acknowledgement avios credit issue flight SFO. We still waiting 9 month later Avios point used pay seat selection refunded Las Vegas London Gatwick leg flight. Despite numerous attempt contact got back us. Our Avios account page BA load recent transaction list flight we've taken last 12 months! Won't travelling BA long long time - dated poorly maintained board product appalling customer service."
58,58,0.201,0.727,0.072,-0.9038,0.9045634865760803,0.08519412577152252,0.010242384858429432,    I flew from Malaga via LHR to Boston on the 4th May 2024 and on arrival in Boston discovered my luggage was still in London. Filed a report and now 4 days later no sign of the luggage. The baggage customer service is a joke. Not interested in the clients or giving a good service. Updates are useless. I know my luggage has been sitting in Boston since the 5th as I have an air tag inside it. The airline seem to have no intention of getting my luggage to me. The robots on FB messenger & twitter are useless. I opened a complaint & when I checked the update of my complaint the case had been closed despite never been contacted by a human!! This airline is now a joke and if I ever get my luggage back I doubt I will ever fly with them again. They are now worse than Air Canada in my book and that is saying something.,2,flew Malaga via LHR Boston 4th May 2024 arrival Boston discovered luggage still London. Filed report 4 day later sign luggage. The baggage customer service joke. Not interested client giving good service. Updates useless. know luggage sitting Boston since 5th air tag inside it. The airline seem intention getting luggage me. The robot FB messenger & twitter useless. opened complaint & checked update complaint case closed despite never contacted human!! This airline joke ever get luggage back doubt ever fly again. They worse Air Canada book saying something.
59,59,0.229,0.641,0.13,-0.9196,0.7818081378936768,0.1811145544052124,0.03707734867930412,"   Milan to Miami return via London. Worst business class ever. The layout of A380 of BA is crazy. The width of seats is outrageous (aisle seats are a shame for BA). Length is ok but you have to JUMP over the legs of another passenger when he/she is in sleeping mode. Unbelievable. The system of dividers up and down to reach all seats by crew is absurd and awful. Never again with this layout. Meal was below average from LHR to Mia, while the return was quite good. Unfortunately for BA, I flew in March with Qatar Airways business class, and not comparable. Just to highlight the difference: BA row has 8 seats, while QR has 4 seats! That’s it. On top of that, the service is quite strange (mainly due to dividers above). Boarding procedures look well organized at the beginning, then during boarding become quite messy.",1,"Milan Miami return via London. Worst business class ever. The layout A380 BA crazy. The width seat outrageous (aisle seat shame BA). Length ok JUMP leg another passenger he/she sleeping mode. Unbelievable. The system divider reach seat crew absurd awful. Never layout. Meal average LHR Mia, return quite good. Unfortunately BA, flew March Qatar Airways business class, comparable. Just highlight difference: BA row 8 seats, QR 4 seats! That’s it. On top that, service quite strange (mainly due divider above). Boarding procedure look well organized beginning, boarding become quite messy."
60,60,0.088,0.709,0.203,0.9876,0.3876429498195648,0.4580730199813843,0.15428398549556732,"   BA created a new low-cost subsidiary in BA Euroflyer for flights out of London Gatwick. From a passenger point of view this is meant to mean no difference in service from BA mainline short-haul out of Heathrow. However it is most definitely inferior. Firstly is the seats - BA promised to keep their old much more comfortable Pinnacle seats up to row 12 in their refurbishment of these planes with slimline seats, however at BA Euroflyer it seems the whole plane has these installed on some planes. Despite snagging a seat in row 10, we ended up still with those horrible back breaking seats that have no lumbar support and no headrests. One positive of the new seats was meant to be at-seat power to charge devices, but this didn't have that either. The onboard service is meant to include some complimentary food and drink, namely a sweet or savoury snack and a small bottle of Harrogate Spa water. What we got was horrible Nairn's Raisin Oat biscuits, without asking if we'd like the other choice and no water. On the return flight it was explicitly announced we'd be offered a glass of water for free, but this was not offered during the service. The snack was sole choice of a pack of McVities Milk Chocolate digestive, hardly premium and downgrade from some of the more alternative and upmarket offerings we've received when flying from Heathrow. On the way back we did have non-refurbished plane with pinnacle seats, this was welcome, however clearly the plane is not maintained, as one toilet had no water flowing from the tap - very irritating when you soap up to wash your hands after going to the toilet. I went to rinse my hand in the other toilet, luckily it wasn't busy, the tap was working but the sink wasn't draining and almost overflowed. Lastly the cabin crew on BA Euroflyer are very unpolished, look miserable and extremely demotivated. A lot of them a very young, we're talking late teens and clearly very inexperienced and not likely to stay long under the conditions offered to them. BA really needs to rethink its product offering in short-haul - ultimately people choose to fly with them for variety of reasons, but invariably there is a reason like us they don't fly with their low-cost rivals because they want peace of mind, less stress and to be comfortable. So replicating the likes of Ryanair, easyJet or Wizz Air is just alienating as a customer, because we choose BA to avoid the kind of experience they offer. We were on an award ticket, but looking at cash tickets they're not even cheap nor offer better timings than those rivals, despite all this bean-counting!",4,"BA created new low-cost subsidiary BA Euroflyer flight London Gatwick. From passenger point view meant mean difference service BA mainline short-haul Heathrow. However definitely inferior. Firstly seat - BA promised keep old much comfortable Pinnacle seat row 12 refurbishment plane slimline seats, however BA Euroflyer seems whole plane installed planes. Despite snagging seat row 10, ended still horrible back breaking seat lumbar support headrests. One positive new seat meant at-seat power charge devices, either. The onboard service meant include complimentary food drink, namely sweet savoury snack small bottle Harrogate Spa water. What got horrible Nairn's Raisin Oat biscuits, without asking we'd like choice water. On return flight explicitly announced we'd offered glass water free, offered service. The snack sole choice pack McVities Milk Chocolate digestive, hardly premium downgrade alternative upmarket offering we've received flying Heathrow. On way back non-refurbished plane pinnacle seats, welcome, however clearly plane maintained, one toilet water flowing tap - irritating soap wash hand going toilet. went rinse hand toilet, luckily busy, tap working sink draining almost overflowed. Lastly cabin crew BA Euroflyer unpolished, look miserable extremely demotivated. lot young, we're talking late teen clearly inexperienced likely stay long condition offered them. BA really need rethink product offering short-haul - ultimately people choose fly variety reasons, invariably reason like u fly low-cost rival want peace mind, less stress comfortable. So replicating like Ryanair, easyJet Wizz Air alienating customer, choose BA avoid kind experience offer. We award ticket, looking cash ticket they're even cheap offer better timing rivals, despite bean-counting!"
